Order_ID,Order_Date,Ship_Date,Delivery_Days,Customer_ID,Customer_Name,Customer_Age,Gender,Customer_Type,Region,State,City,Category,Product_Name,Quantity,Unit_Price,Cost_Price,Sales,Discount_Percent,Discount_Type,Profit,Profit_Margin_Percent,Returned,Customer_Rating,Payment_Mode,Shipping_Mode,Salesperson_ID,Salesperson_Name
ORD012131,2024-04-17,2024-04-17,0,CUST3781,Pushti Mand,50,Male,Returning,East,Odisha,Bhubaneswar,Electronics,Smartphone,6,25031.21,100536.53,150187.26,0,No Discount,49650.73,33.06,No,4,UPI,Same Day,SP011,Gaurang Sura
ORD012132,2024-10-25,2024-10-29,4,CUST6804,Lakshit Lala,42,Female,Returning,East,Bihar,Patna,Sports,Cricket Bat,9,3494.9,24720.12,31454.1,0,No Discount,6733.98,21.41,No,5,Credit Card,Premium,SP039,Mitesh Soni
ORD012133,2026-01-19,2026-01-24,5,CUST6034,Rudra Lalla,25,Female,Returning,Central,Chhattisgarh,Raipur,Home Appliances,Microwave,7,8983.01,32772.06,49676.05,21,Clearance Sale,16903.99,34.03,No,4,Credit Card,Premium,SP030,Vanya Chahal
ORD012134,2026-02-07,2026-02-10,3,CUST9500,Jeet Kara,31,Male,Returning,South,Telangana,Hyderabad,Furniture,Bookshelf,9,5180.97,24003.79,33572.69,28,Clearance Sale,9568.89,28.5,No,3,Credit Card,Express,SP038,Caleb Pradhan
ORD012135,2026-05-03,2026-05-05,2,CUST5604,Amara Bhargava,56,Female,Returning,Central,Chhattisgarh,Raipur,Clothing,Jacket,4,2258.99,4375.19,6415.53,29,Clearance Sale,2040.34,31.8,No,5,Cash,Express,SP003,Ekapad Chadha
ORD012136,2026-05-24,2026-05-27,3,CUST3992,Garima Bhalla,29,Male,Returning,East,Odisha,Bhubaneswar,Furniture,Chair,5,2703.1,8181.21,12704.57,6,Loyalty Discount,4523.36,35.6,No,5,Cash,Express,SP041,Lipika Sarkar
ORD012137,2026-04-11,2026-04-14,3,CUST2006,Forum Kohli,39,Female,Returning,East,Bihar,Patna,Electronics,Laptop,3,52120.78,119408.08,148544.22,5,Loyalty Discount,29136.14,19.61,No,4,UPI,Premium,SP047,Kavya Tata
ORD012138,2025-12-11,2025-12-15,4,CUST3453,Parth Sachar,38,Female,Returning,West,Gujarat,Surat,Furniture,Bookshelf,4,6553.59,14878.36,22282.21,15,Festival Offer,7403.85,33.23,No,4,Net Banking,Premium,SP029,Aarini Arya
ORD012139,2026-05-07,2026-05-09,2,CUST3035,Tanvi Nayak,18,Female,New,Central,Madhya Pradesh,Bhopal,Furniture,Wardrobe,1,17512.54,12034.06,17512.54,0,No Discount,5478.48,31.28,No,3,Net Banking,Express,SP031,Aarav Keer
ORD012140,2025-03-11,2025-03-17,6,CUST8048,Yug Varma,37,Female,Returning,Central,Chhattisgarh,Raipur,Sports,Gym Bag,5,1082.66,3288.25,5413.3,0,No Discount,2125.05,39.26,No,4,Net Banking,Standard,SP023,Anamika Contractor
ORD012141,2026-01-04,2026-01-10,6,CUST5182,Gopal Dey,61,Female,Returning,West,Gujarat,Surat,Sports,Yoga Mat,6,789.17,3187.33,4166.82,12,Festival Offer,979.49,23.51,No,4,Net Banking,Standard,SP041,Lipika Sarkar
ORD012142,2024-06-10,2024-06-17,7,CUST4411,Advik Vaidya,23,Male,New,North,Rajasthan,Jodhpur,Electronics,Laptop,8,46460.98,312577.64,371687.84,0,No Discount,59110.2,15.9,Yes,1,Credit Card,Standard,SP032,Gaurang Pai
ORD012143,2023-11-28,2023-12-03,5,CUST2280,Lakshit Badami,23,Male,Returning,Central,Chhattisgarh,Raipur,Electronics,Laptop,8,72539.43,475878.61,580315.44,0,No Discount,104436.83,18.0,Yes,3,Cash,Premium,SP046,Jack Patla
ORD012144,2024-03-29,2024-03-30,1,CUST1344,Riya Chowdhury,56,Male,Returning,East,Odisha,Bhubaneswar,Home Appliances,Mixer,7,3135.1,16409.77,19312.22,12,Loyalty Discount,2902.44,15.03,No,3,Cash,Express,SP039,Mitesh Soni
ORD012145,2024-11-14,2024-11-19,5,CUST2750,Abdul Kohli,31,Male,Returning,West,Gujarat,Ahmedabad,Sports,Football,2,1651.33,2298.02,2807.26,15,Festival Offer,509.24,18.14,No,4,Cash,Standard,SP012,Darpan Chokshi
ORD012146,2026-04-28,2026-05-01,3,CUST5668,Frado Uppal,29,Male,Returning,West,Gujarat,Ahmedabad,Furniture,Table,8,6299.33,31995.71,42835.44,15,Festival Offer,10839.73,25.31,Yes,3,Net Banking,Express,SP034,Nilima Patla
ORD012147,2024-03-17,2024-03-17,0,CUST7235,Darpan Narain,59,Female,New,South,Telangana,Hyderabad,Electronics,Smartphone,8,23565.72,88789.05,143279.58,24,Clearance Sale,54490.53,38.03,No,3,Credit Card,Same Day,SP029,Aarini Arya
ORD012148,2024-06-02,2024-06-04,2,CUST8048,Eta Suri,59,Male,Returning,East,Bihar,Patna,Electronics,Smartwatch,5,7224.65,23948.77,33955.86,6,Loyalty Discount,10007.09,29.47,No,5,Debit Card,Premium,SP021,Nicholas Suresh
ORD012149,2024-10-07,2024-10-07,0,CUST6957,Jasmit Sule,60,Male,Returning,East,Bihar,Patna,Home Appliances,Washing Machine,9,41988.66,273790.32,347666.1,8,Loyalty Discount,73875.78,21.25,No,5,Net Banking,Same Day,SP010,Nathan Kaul
ORD012150,2025-11-26,2025-11-30,4,CUST6542,Zashil Rastogi,57,Male,Returning,East,Bihar,Patna,Home Appliances,Refrigerator,10,48892.41,233733.27,352025.35,28,Clearance Sale,118292.08,33.6,No,5,Net Banking,Standard,SP044,Ansh Sule
ORD012151,2025-10-16,2025-10-19,3,CUST1750,Jalsa Chahal,41,Male,New,Central,Madhya Pradesh,Bhopal,Home Appliances,Washing Machine,10,40307.24,320667.16,403072.4,0,No Discount,82405.24,20.44,No,4,Net Banking,Express,SP039,Mitesh Soni
ORD012152,2025-09-27,2025-10-01,4,CUST1060,Siddharth Venkatesh,25,Female,New,West,Maharashtra,Mumbai,Clothing,Jeans,4,1562.54,3977.62,5062.63,19,Festival Offer,1085.01,21.43,No,5,Credit Card,Standard,SP008,Idika Rau
ORD012153,2025-10-09,2025-10-09,0,CUST7450,Brijesh Bandi,21,Female,New,Central,Chhattisgarh,Raipur,Furniture,Wardrobe,10,23760.17,153638.16,209089.5,12,Loyalty Discount,55451.34,26.52,No,4,Debit Card,Same Day,SP047,Kavya Tata
ORD012154,2025-08-25,2025-08-25,0,CUST6736,Ekansh Cherian,30,Female,Returning,North,Punjab,Ludhiana,Sports,Cricket Bat,9,2487.86,16012.96,22390.74,0,No Discount,6377.78,28.48,No,5,Debit Card,Same Day,SP029,Aarini Arya
ORD012155,2026-01-15,2026-01-18,3,CUST7320,Ekantika Mital,21,Female,Returning,North,Punjab,Ludhiana,Clothing,Jeans,1,1264.38,631.52,1011.5,20,Clearance Sale,379.99,37.57,No,4,Debit Card,Premium,SP032,Gaurang Pai
ORD012156,2024-11-03,2024-11-03,0,CUST9479,Lakshmi Pall,55,Female,Returning,South,Tamil Nadu,Coimbatore,Electronics,Smartphone,8,33344.34,141117.29,213403.78,20,Clearance Sale,72286.48,33.87,No,4,Credit Card,Same Day,SP031,Aarav Keer
ORD012157,2024-11-25,2024-11-29,4,CUST1216,Lavanya Lall,64,Male,Returning,West,Maharashtra,Pune,Electronics,Tablet,8,21988.77,141544.59,175910.16,0,No Discount,34365.57,19.54,No,5,Debit Card,Standard,SP026,Patrick Rastogi
ORD012158,2023-08-31,2023-08-31,0,CUST4541,Neelima Sidhu,37,Male,Returning,South,Karnataka,Mysore,Clothing,Kurta,1,1153.23,935.28,1153.23,0,No Discount,217.95,18.9,No,3,Cash,Same Day,SP009,Devansh Amble
ORD012159,2023-06-12,2023-06-15,3,CUST7750,Yashoda Rana,50,Male,New,South,Karnataka,Mysore,Clothing,Dress,10,1725.64,11148.92,14322.81,17,Clearance Sale,3173.89,22.16,No,5,Debit Card,Express,SP023,Anamika Contractor
ORD012160,2025-06-08,2025-06-10,2,CUST8415,Hredhaan Gour,53,Male,New,North,Rajasthan,Jodhpur,Furniture,Bookshelf,4,5086.56,17256.84,20346.24,0,No Discount,3089.4,15.18,No,5,Net Banking,Express,SP037,Qushi Sachdeva
ORD012161,2024-08-13,2024-08-15,2,CUST3961,Imaran Patel,39,Male,Returning,South,Telangana,Hyderabad,Sports,Gym Bag,3,1086.11,1817.28,2671.83,18,Festival Offer,854.55,31.98,No,5,Net Banking,Express,SP033,Bhavani Sarma
ORD012162,2024-03-04,2024-03-09,5,CUST3304,Arjun Bora,21,Male,Returning,West,Maharashtra,Pune,Electronics,Tablet,6,14879.95,57548.78,72316.56,19,Clearance Sale,14767.77,20.42,No,5,Cash,Standard,SP019,Isha Pandya
ORD012163,2025-11-11,2025-11-17,6,CUST4069,Omkaar Nanda,36,Male,Returning,South,Tamil Nadu,Chennai,Sports,Gym Bag,8,1435.59,7350.62,9302.62,19,Clearance Sale,1952.0,20.98,No,4,Credit Card,Standard,SP027,Maanas Jaggi
ORD012164,2025-07-10,2025-07-15,5,CUST5687,Tejas Kibe,53,Male,Returning,East,West Bengal,Kolkata,Sports,Badminton Racket,8,1657.91,7541.94,11406.42,14,Festival Offer,3864.48,33.88,No,3,UPI,Standard,SP011,Gaurang Sura
ORD012165,2024-11-13,2024-11-18,5,CUST7987,Udant Narayan,30,Female,Returning,North,Rajasthan,Jodhpur,Home Appliances,Refrigerator,7,52875.29,195816.3,277595.27,25,Clearance Sale,81778.97,29.46,No,5,Credit Card,Premium,SP047,Kavya Tata
ORD012166,2025-05-21,2025-05-21,0,CUST3058,Rushil Minhas,19,Male,New,East,West Bengal,Kolkata,Furniture,Sofa,10,23641.93,166215.38,236419.3,0,No Discount,70203.92,29.69,No,4,Debit Card,Same Day,SP043,Chandresh Lala
ORD012167,2026-01-04,2026-01-09,5,CUST8619,Ethan Ranganathan,54,Female,Returning,East,West Bengal,Kolkata,Home Appliances,Washing Machine,3,25983.85,65960.63,77951.55,0,No Discount,11990.92,15.38,No,5,Credit Card,Standard,SP024,Chatura Chaudry
ORD012168,2024-12-02,2024-12-02,0,CUST7930,Baljiwan Mitra,65,Male,Returning,Central,Chhattisgarh,Raipur,Home Appliances,Mixer,2,3941.42,5868.14,7882.84,0,No Discount,2014.7,25.56,No,4,Credit Card,Same Day,SP010,Nathan Kaul
ORD012169,2024-06-20,2024-06-20,0,CUST9047,Ira Dar,21,Male,Returning,West,Gujarat,Ahmedabad,Electronics,Headphones,2,2848.15,3113.58,4841.86,15,Festival Offer,1728.28,35.69,No,5,Debit Card,Same Day,SP050,Faris Palla
ORD012170,2023-07-30,2023-08-02,3,CUST9959,Maanav Rau,51,Female,Returning,Central,Chhattisgarh,Raipur,Sports,Gym Bag,4,1035.76,2492.55,3438.72,17,Clearance Sale,946.17,27.52,No,4,Credit Card,Express,SP046,Jack Patla
ORD012171,2024-06-11,2024-06-14,3,CUST4112,Mugdha Grover,60,Male,New,West,Maharashtra,Pune,Electronics,Smartwatch,8,7540.4,33349.19,48258.56,20,Clearance Sale,14909.37,30.89,No,5,Debit Card,Premium,SP031,Aarav Keer
ORD012172,2024-11-12,2024-11-14,2,CUST9577,Reyansh Ray,58,Female,Returning,East,Odisha,Bhubaneswar,Home Appliances,Mixer,3,3978.21,8301.73,9786.4,18,Clearance Sale,1484.67,15.17,No,5,Cash,Premium,SP045,Yashasvi Murthy
ORD012173,2025-12-17,2025-12-22,5,CUST8886,Ojasvi Thakkar,50,Female,Returning,West,Maharashtra,Mumbai,Clothing,Jacket,8,3808.36,15515.61,22240.82,27,Clearance Sale,6725.22,30.24,No,3,Debit Card,Premium,SP036,Hema Kuruvilla
ORD012174,2026-04-18,2026-04-22,4,CUST2114,Amrita Padmanabhan,35,Male,Returning,Central,Chhattisgarh,Raipur,Furniture,Chair,8,2309.6,15038.1,18476.8,0,No Discount,3438.7,18.61,Yes,2,Net Banking,Premium,SP003,Ekapad Chadha
ORD012175,2024-11-12,2024-11-13,1,CUST2222,Isha Sawhney,31,Female,New,South,Tamil Nadu,Coimbatore,Electronics,Headphones,9,4590.09,22993.3,32635.54,21,Clearance Sale,9642.24,29.55,No,5,UPI,Express,SP006,Daksh Comar
ORD012176,2026-04-02,2026-04-02,0,CUST6067,Qabil Kumer,21,Female,Returning,North,Delhi,New Delhi,Furniture,Wardrobe,9,18422.81,104992.59,165805.29,0,No Discount,60812.7,36.68,No,4,Credit Card,Same Day,SP018,Parth Kanda
ORD012177,2024-09-16,2024-09-23,7,CUST3485,Xalak Chokshi,58,Female,Returning,East,Odisha,Bhubaneswar,Clothing,Jacket,6,2663.89,9255.27,13106.34,18,Festival Offer,3851.07,29.38,No,5,Debit Card,Standard,SP001,Aahana Hans
ORD012178,2025-12-13,2025-12-17,4,CUST2117,William Bhardwaj,53,Male,Returning,North,Rajasthan,Jaipur,Home Appliances,Washing Machine,7,36665.3,110554.85,179659.97,30,Clearance Sale,69105.12,38.46,No,3,UPI,Standard,SP050,Faris Palla
ORD012179,2023-12-22,2023-12-22,0,CUST2732,Darika Ahuja,33,Male,Returning,Central,Chhattisgarh,Raipur,Furniture,Bookshelf,10,7008.6,47698.26,60273.96,14,Loyalty Discount,12575.7,20.86,No,4,UPI,Same Day,SP043,Chandresh Lala
ORD012180,2026-01-29,2026-02-01,3,CUST6460,Bhavna Shanker,34,Female,New,Central,Chhattisgarh,Raipur,Electronics,Headphones,1,2852.55,1345.39,2139.41,25,Clearance Sale,794.03,37.11,No,5,UPI,Premium,SP020,Devika Banik
ORD012181,2024-02-12,2024-02-15,3,CUST1812,Reyansh Wable,18,Male,Returning,East,West Bengal,Kolkata,Clothing,Dress,1,1677.19,997.51,1257.89,25,Clearance Sale,260.38,20.7,No,5,Cash,Premium,SP050,Faris Palla
ORD012182,2025-05-20,2025-05-22,2,CUST2762,Yachana Karan,22,Male,Returning,East,West Bengal,Kolkata,Electronics,Smartwatch,3,7426.19,11102.58,18268.43,18,Clearance Sale,7165.84,39.23,No,4,Net Banking,Express,SP012,Darpan Chokshi
ORD012183,2026-05-22,2026-05-22,0,CUST1042,Zaitra Johal,62,Female,Returning,West,Maharashtra,Mumbai,Electronics,Laptop,6,53552.82,253367.04,321316.92,0,No Discount,67949.88,21.15,No,4,Credit Card,Same Day,SP022,Peter Dave
ORD012184,2023-07-01,2023-07-04,3,CUST5185,Abhimanyu Varkey,19,Male,Returning,Central,Madhya Pradesh,Indore,Furniture,Bookshelf,3,5083.77,8426.94,10675.92,30,Clearance Sale,2248.97,21.07,No,4,Cash,Premium,SP019,Isha Pandya
ORD012185,2024-06-09,2024-06-14,5,CUST1409,Zaid Basak,51,Female,Returning,West,Gujarat,Ahmedabad,Home Appliances,Air Conditioner,5,45249.49,113615.85,167423.11,26,Clearance Sale,53807.26,32.14,No,3,Net Banking,Premium,SP018,Parth Kanda
ORD012186,2024-01-23,2024-01-24,1,CUST2066,Panini Sachdev,47,Female,Returning,South,Telangana,Hyderabad,Clothing,Kurta,2,1181.43,1663.27,2008.43,15,Clearance Sale,345.16,17.19,No,5,UPI,Express,SP048,Devika Arora
ORD012187,2025-12-19,2025-12-24,5,CUST7503,Diya Jayaraman,48,Female,Returning,Central,Madhya Pradesh,Bhopal,Sports,Badminton Racket,3,2336.94,4495.48,5748.87,18,Clearance Sale,1253.39,21.8,No,4,Net Banking,Standard,SP030,Vanya Chahal
ORD012188,2024-07-05,2024-07-08,3,CUST8980,Zilmil Tailor,61,Male,Returning,Central,Madhya Pradesh,Indore,Electronics,Smartwatch,1,7469.63,4726.77,6797.36,9,Loyalty Discount,2070.6,30.46,No,4,UPI,Express,SP004,Chandani Gara
ORD012189,2025-08-23,2025-08-31,8,CUST3529,Megha Bains,19,Male,Returning,South,Telangana,Hyderabad,Furniture,Chair,2,2298.72,3142.36,4229.64,8,Loyalty Discount,1087.29,25.71,Yes,2,UPI,Standard,SP011,Gaurang Sura
ORD012190,2023-07-23,2023-07-26,3,CUST9125,Dayita Salvi,58,Male,Returning,South,Tamil Nadu,Coimbatore,Home Appliances,Washing Machine,8,30194.47,200536.07,241555.76,0,No Discount,41019.69,16.98,No,5,Net Banking,Express,SP031,Aarav Keer
ORD012191,2026-05-26,2026-05-29,3,CUST4611,Wyatt Tiwari,62,Male,New,South,Telangana,Hyderabad,Clothing,Dress,1,1787.96,1186.71,1787.96,0,No Discount,601.25,33.63,No,3,Net Banking,Premium,SP050,Faris Palla
ORD012192,2023-06-16,2023-06-24,8,CUST1517,Azad Taneja,38,Female,Returning,South,Tamil Nadu,Chennai,Electronics,Laptop,8,54317.97,197343.59,308526.07,29,Clearance Sale,111182.48,36.04,No,5,Net Banking,Standard,SP049,Vaishnavi Singh
ORD012193,2023-07-06,2023-07-07,1,CUST1395,Nidhi Bedi,61,Male,Returning,North,Rajasthan,Jodhpur,Sports,Football,1,1155.66,581.42,843.63,27,Clearance Sale,262.21,31.08,No,3,UPI,Express,SP034,Nilima Patla
ORD012194,2025-02-08,2025-02-12,4,CUST6549,Mohammed Rastogi,51,Male,New,South,Tamil Nadu,Chennai,Home Appliances,Air Conditioner,1,49066.17,30655.55,46122.2,6,Loyalty Discount,15466.65,33.53,No,4,Net Banking,Premium,SP037,Qushi Sachdeva
ORD012195,2024-02-07,2024-02-09,2,CUST1440,Wazir Raval,59,Female,New,South,Telangana,Hyderabad,Electronics,Tablet,6,16354.46,70554.54,98126.76,0,No Discount,27572.22,28.1,No,4,Debit Card,Express,SP009,Devansh Amble
ORD012196,2025-08-17,2025-08-17,0,CUST1112,Mohini Chopra,61,Male,Returning,West,Gujarat,Surat,Home Appliances,Air Conditioner,6,41028.88,171276.0,204323.82,17,Festival Offer,33047.82,16.17,No,4,Net Banking,Same Day,SP038,Caleb Pradhan
ORD012197,2024-05-26,2024-06-03,8,CUST8814,Leela Sarin,60,Male,New,Central,Madhya Pradesh,Indore,Sports,Badminton Racket,8,1972.78,10162.09,15782.24,0,No Discount,5620.15,35.61,No,3,Credit Card,Standard,SP033,Bhavani Sarma
ORD012198,2024-01-26,2024-01-30,4,CUST8302,Sarthak Kurian,41,Male,Returning,North,Rajasthan,Jodhpur,Sports,Badminton Racket,1,1557.99,982.15,1386.61,11,Festival Offer,404.46,29.17,No,5,Debit Card,Standard,SP049,Vaishnavi Singh
ORD012199,2024-03-29,2024-04-02,4,CUST4398,Jacob Hora,60,Female,Returning,Central,Madhya Pradesh,Indore,Clothing,Jacket,10,2732.66,16451.26,24320.67,11,Festival Offer,7869.41,32.36,No,3,Net Banking,Standard,SP048,Devika Arora
ORD012200,2025-08-20,2025-08-26,6,CUST3491,Patrick Dixit,60,Female,Returning,South,Tamil Nadu,Coimbatore,Clothing,T-Shirt,7,741.99,3265.71,4051.27,22,Clearance Sale,785.55,19.39,No,5,Credit Card,Standard,SP017,Forum Mahal
ORD012201,2023-08-08,2023-08-11,3,CUST3425,Simon Kaul,20,Female,Returning,West,Gujarat,Ahmedabad,Sports,Badminton Racket,8,1972.6,11138.89,15780.8,0,No Discount,4641.91,29.41,No,4,Debit Card,Premium,SP028,Anvi Tata
ORD012202,2024-08-09,2024-08-13,4,CUST9301,Fariq Seshadri,21,Female,New,West,Maharashtra,Mumbai,Electronics,Tablet,9,14538.06,82089.71,104674.03,20,Festival Offer,22584.32,21.58,No,4,UPI,Premium,SP018,Parth Kanda
ORD012203,2025-09-15,2025-09-19,4,CUST1427,Irya Venkataraman,33,Female,Returning,West,Gujarat,Ahmedabad,Sports,Yoga Mat,9,844.54,3713.1,6004.68,21,Clearance Sale,2291.58,38.16,No,3,UPI,Premium,SP001,Aahana Hans
ORD012204,2023-08-03,2023-08-06,3,CUST8863,Gabriel Reddy,56,Female,New,Central,Chhattisgarh,Raipur,Home Appliances,Air Conditioner,1,48889.52,27893.8,44489.46,9,Loyalty Discount,16595.66,37.3,No,3,Credit Card,Express,SP014,Balvan Sankaran
ORD012205,2025-03-23,2025-03-23,0,CUST4580,Arin Biswas,38,Male,New,East,Bihar,Patna,Clothing,Jeans,7,1564.98,7436.11,10954.86,0,No Discount,3518.75,32.12,No,5,Credit Card,Same Day,SP004,Chandani Gara
ORD012206,2025-02-13,2025-02-19,6,CUST8314,Ati Devi,50,Male,Returning,North,Punjab,Chandigarh,Home Appliances,Washing Machine,1,28254.15,17459.85,20625.53,27,Clearance Sale,3165.68,15.35,No,3,Cash,Standard,SP038,Caleb Pradhan
ORD012207,2025-05-21,2025-05-28,7,CUST4340,Janaki Choudhury,59,Female,New,South,Telangana,Hyderabad,Home Appliances,Mixer,9,3106.84,17117.65,25724.64,8,Loyalty Discount,8606.98,33.46,No,5,Debit Card,Standard,SP049,Vaishnavi Singh
ORD012208,2024-01-29,2024-02-01,3,CUST4417,Tanveer Choudhary,32,Female,Returning,East,Odisha,Bhubaneswar,Home Appliances,Washing Machine,5,27126.51,92116.89,123425.62,9,Loyalty Discount,31308.73,25.37,No,5,Credit Card,Express,SP003,Ekapad Chadha
ORD012209,2024-04-12,2024-04-17,5,CUST9603,Qabil Ramachandran,48,Female,Returning,West,Gujarat,Surat,Furniture,Sofa,10,24749.32,139386.08,222743.88,10,Loyalty Discount,83357.8,37.42,No,3,Credit Card,Standard,SP037,Qushi Sachdeva
ORD012210,2023-08-20,2023-08-21,1,CUST6959,Nandini Deol,50,Female,New,Central,Madhya Pradesh,Bhopal,Furniture,Sofa,4,23305.75,53391.6,67120.56,28,Clearance Sale,13728.96,20.45,No,5,Debit Card,Express,SP003,Ekapad Chadha
ORD012211,2026-01-31,2026-02-04,4,CUST5465,Champak Dara,53,Male,Returning,Central,Chhattisgarh,Raipur,Electronics,Smartwatch,6,6607.31,29944.84,39643.86,0,No Discount,9699.02,24.47,No,3,Net Banking,Premium,SP013,Tanvi Ben
ORD012212,2023-09-12,2023-09-19,7,CUST7732,Ati Dani,58,Male,New,Central,Madhya Pradesh,Indore,Home Appliances,Mixer,1,3118.42,2042.57,2806.58,10,Festival Offer,764.01,27.22,No,3,Net Banking,Standard,SP035,Michael Sarin
ORD012213,2024-08-18,2024-08-18,0,CUST9025,Alka Swaminathan,20,Male,Returning,North,Rajasthan,Jodhpur,Electronics,Smartphone,6,26935.48,114050.41,161612.88,0,No Discount,47562.47,29.43,No,3,UPI,Same Day,SP026,Patrick Rastogi
ORD012214,2025-11-24,2025-11-26,2,CUST6895,Samarth Goda,25,Female,Returning,North,Delhi,New Delhi,Furniture,Chair,6,3698.1,15699.99,19525.97,12,Festival Offer,3825.98,19.59,No,5,Credit Card,Express,SP003,Ekapad Chadha
ORD012215,2023-12-22,2023-12-24,2,CUST6662,Vaishnavi Warrior,49,Male,Returning,South,Telangana,Hyderabad,Furniture,Wardrobe,3,26453.74,48292.11,79361.22,0,No Discount,31069.11,39.15,No,3,Net Banking,Express,SP023,Anamika Contractor
ORD012216,2024-07-05,2024-07-10,5,CUST9401,Mekhala Bala,39,Female,New,East,West Bengal,Kolkata,Electronics,Laptop,6,45351.95,156805.94,242179.41,11,Festival Offer,85373.48,35.25,No,5,Net Banking,Premium,SP049,Vaishnavi Singh
ORD012217,2026-03-17,2026-03-17,0,CUST4078,Samuel Chahal,31,Male,Returning,Central,Chhattisgarh,Raipur,Sports,Gym Bag,4,1000.32,1918.9,3161.01,21,Clearance Sale,1242.11,39.29,No,4,Cash,Same Day,SP049,Vaishnavi Singh
ORD012218,2024-10-12,2024-10-17,5,CUST5781,Triya Vasa,27,Male,Returning,South,Tamil Nadu,Coimbatore,Electronics,Smartphone,2,37791.89,51165.97,65002.05,14,Loyalty Discount,13836.08,21.29,No,3,Debit Card,Premium,SP023,Anamika Contractor
ORD012219,2026-01-09,2026-01-12,3,CUST8173,Max Suresh,35,Female,Returning,East,Bihar,Patna,Clothing,Jacket,4,2126.99,6234.39,8507.96,0,No Discount,2273.57,26.72,No,3,Net Banking,Express,SP022,Peter Dave
ORD012220,2024-03-23,2024-03-23,0,CUST4591,Peter Raj,23,Male,Returning,West,Maharashtra,Mumbai,Sports,Cricket Bat,1,2496.91,1569.0,2122.37,15,Festival Offer,553.37,26.07,Yes,1,Net Banking,Same Day,SP021,Nicholas Suresh
ORD012221,2025-09-16,2025-09-23,7,CUST1949,Waida Dutt,25,Female,Returning,Central,Chhattisgarh,Raipur,Home Appliances,Washing Machine,10,26506.23,166649.04,214700.46,19,Festival Offer,48051.42,22.38,No,4,Debit Card,Standard,SP011,Gaurang Sura
ORD012222,2024-08-10,2024-08-15,5,CUST7060,Imaran Bhardwaj,29,Male,Returning,West,Maharashtra,Pune,Clothing,Jacket,4,2534.73,4806.58,7198.63,29,Clearance Sale,2392.05,33.23,No,4,Cash,Standard,SP036,Hema Kuruvilla
ORD012223,2025-07-30,2025-08-02,3,CUST3338,Jagdish Deep,18,Female,New,East,West Bengal,Kolkata,Sports,Cricket Bat,9,2298.02,14216.97,16959.39,18,Clearance Sale,2742.42,16.17,No,4,Cash,Express,SP046,Jack Patla
ORD012224,2024-10-21,2024-10-24,3,CUST2336,Ekani Sarkar,47,Male,Returning,West,Gujarat,Ahmedabad,Electronics,Smartphone,7,31959.22,143540.32,223714.54,0,No Discount,80174.22,35.84,No,4,Credit Card,Express,SP033,Bhavani Sarma
ORD012225,2024-04-11,2024-04-11,0,CUST9273,Bishakha Kumar,56,Female,Returning,South,Tamil Nadu,Chennai,Sports,Cricket Bat,4,2366.22,6864.24,8234.45,13,Festival Offer,1370.21,16.64,No,3,Net Banking,Same Day,SP038,Caleb Pradhan
ORD012226,2024-10-16,2024-10-16,0,CUST1291,Reva Chand,31,Male,Returning,South,Karnataka,Bangalore,Furniture,Sofa,9,33413.04,151946.86,252602.58,16,Festival Offer,100655.72,39.85,No,3,Cash,Same Day,SP018,Parth Kanda
ORD012227,2025-06-26,2025-06-26,0,CUST6219,Nikita Shah,54,Male,New,East,Odisha,Bhubaneswar,Electronics,Smartwatch,9,7878.54,53931.36,70906.86,0,No Discount,16975.5,23.94,No,5,Cash,Same Day,SP023,Anamika Contractor
ORD012228,2025-12-04,2025-12-08,4,CUST9817,Baghyawati Chadha,40,Male,Returning,East,West Bengal,Kolkata,Home Appliances,Refrigerator,8,45500.16,243473.27,316681.11,13,Loyalty Discount,73207.84,23.12,No,4,Debit Card,Standard,SP050,Faris Palla
ORD012229,2025-12-28,2025-12-29,1,CUST1145,Falak Singhal,62,Male,Returning,West,Gujarat,Ahmedabad,Clothing,Jeans,4,1988.77,4188.81,6602.72,17,Festival Offer,2413.91,36.56,No,4,UPI,Express,SP033,Bhavani Sarma
ORD012230,2024-12-16,2024-12-20,4,CUST4170,Quincy Chad,60,Female,Returning,North,Punjab,Chandigarh,Furniture,Wardrobe,9,26336.77,159041.06,237030.93,0,No Discount,77989.87,32.9,No,5,Cash,Premium,SP035,Michael Sarin
ORD012231,2026-05-28,2026-05-28,0,CUST8371,George Bhatnagar,56,Female,New,Central,Madhya Pradesh,Bhopal,Clothing,Jeans,7,1404.94,6732.79,9834.58,0,No Discount,3101.79,31.54,No,3,UPI,Same Day,SP041,Lipika Sarkar
ORD012232,2025-02-05,2025-02-08,3,CUST7810,Chakradhar Garde,24,Male,New,Central,Chhattisgarh,Raipur,Clothing,Jeans,6,1548.04,5332.96,7987.89,14,Festival Offer,2654.93,33.24,No,4,Net Banking,Express,SP020,Devika Banik
ORD012233,2024-05-08,2024-05-16,8,CUST4897,Yochana Nori,41,Female,Returning,East,West Bengal,Kolkata,Home Appliances,Refrigerator,6,31797.31,138991.94,171705.47,10,Loyalty Discount,32713.53,19.05,No,4,Credit Card,Standard,SP030,Vanya Chahal
